review,sentiment
"During a sleepless night, I was switching through the channels & found this embarrassment of a movie. What were they thinking?<br /><br />If this is life after ""Remote Control"" for Kari (Wuhrer) Salin, no wonder she's gone nowhere.<br /><br />And why did David Keith take this role? It's pathetic!<br /><br />Anyway, I turned on the movie near the end, so I didn't get much of the plot. But this must've been the best part. This nerdy college kid brings home this dominatrix-ish girl...this scene is straight out of the comic books -- or the cheap porn movies. She calls the mother anal retentive and kisses the father ""Oh, I didn't expect tongue!"" Great lines!<br /><br />After this, I had to see how it ended..<br /><br />Well, of course, this bitch from hell has a helluva past, so the SWAT team is upstairs. And yes...they surround her! And YES YES! The kid blows her brains out!!!! AHAHHAHAHAHA!!<br /><br />This is must-see TV. <br /><br />",negative
"I can't believe that anyone would green light this let alone voluntarily star in it. I will never be able to get that 90 mins of my life back.<br /><br />This has to be one of the worst films I have ever seen. Some films are so bad they're good. This has gone so far round again that's somehow it's so bad it's terrible. I was not exactly expecting much, it being a low budget, bandwagon jumping, rehash of a B Movie, but it still came in way under my expectation levels. Even TV movies have higher production values.<br /><br />There were (very) poor special effects, shocking dialogue, terrible acting and a completely unexplained plot. Who cursed her and why, why did the 6 inch snakes turn into 15 foot snakes, has anyone ever heard of highly venomous garter snakes or pythons? 100 passengers? 3,000 snakes? So many promises, none delivered. <br /><br />Some comments would have you believe that this film is worth watching for the last five minutes. It's not even worth a rental. Stay in and watch a low budget TV movie, you'll enjoy it a lot more. <br /><br />Why was this made? Oh yes, to shamelessly cash in on the internet phenomenon that is SOAP. Shame on you Mallachi Brothers, shame on you",negative
"My mother forced me to watch this movie with her. She apparently will watch anything with a vampire counsel in it. I was bored throughout.<br /><br />At different points, Underworld: Rise Of The Lycans is reminiscent of Spartacus, Battle For The Planet Of The Apes, The Passion Of The Christ, and Mandingo! What it reminds me most of are those Italian sword and sandal pictures of the nineteen-sixties (not the good ones) that spend an inordinate amount of time showing Greek or Roman despots in robes talking and plotting incessantly while you wait impatiently for the muscle man hero and his lover, usually the despots daughter, to do something.<br /><br />This film was in desperate need of some color and suspense. The characters were pretty two-dimensional.<br /><br />The sets looked as if they were constructed entirely of pewter! I wonder how many Civil War Chess Sets were melted down to make this movie.<br /><br />All those wearing fishnet stockings on your arms and black lipstick, feel free to click NO.",negative
"""Deliverance"" is one of the best exploitation films to come out of that wonderful 1970's decade from whence so many other exploitation films came.<br /><br />A group of friends sets out on a canoe trip down a river in the south and they become victimized by a bunch of toothless hillbillies who pretty much try to ruin their lives. It's awesome.<br /><br />We are treated to anal rape, vicious beatings, bow and arrow killings, shootings, broken bones, etc... A lot like 1974's ""Texas Chainsaw Massacre,"" to say that ""Deliverance"" is believable would be immature. This would never and could never happen, even in the dark ages of 1972.<br /><br />""Deliverance"" is a very entertaining ride and packed full of action. It is one in a huge pile of exploitation films to come from the early 70's and it (arguably) sits on top of that pile with it's great acting, superb cinematography and excellent writing.<br /><br />8 out of 10, kids.",positive
"It is like what the title of this thread say. Only impression I got from that movie is that Marlee Matlin's character was always angry, so cynical, and so pathetic. Her character's first date with William Hurt's character where they were dancing were dumb. All in all, I've tried to finish watching the movie four times, and of all four times I fell asleep. I would keep watching that movie with one intention... to beat my problem with insomnia, because all it do is to put me to sleep. Sweet dream.",negative
"Holy @#%& this movie was still warm and juicy from the pile it was made with. I tried to watch this pile of festering waste but found it easier to slash my wrists and slug back a shooter of Lysol floor cleaner than endure more than half of the crap that was on my screen. I rank this well below anything I have ever watched on film or TV, and thats saying something. I once witnessed a cow crap in a field. I watched the steaming pile for a hour and a half, who knows... it might have moved or something. Well that was time better spent than watching this tripe. The acting was non-existent, the plot was somewhere other than on this film. I think I saw a cut seen early on where the plot managed to escape and was riding off in the background on the back of a old pickup truck heading to Portland in hopes of becoming a Steven King shi77er. Please tell me director is getting medication he so desperately needs. It's pretty clear he needs heavy medication and I'd willing to front the money needed for his lobotomy reversal. Bah... I can't give this review the full punch it needs because nothing this painful can ever be done justice in typed word alone. Let me just say that if your looking for a flick to pass some time and you see this Chilton on the rack, walk to your car, start the engine, then shove both of your fists straight into the fan until it you can't feel your bones vibrate anymore. Be sure to have your wallet in hand also because you were going to waste the cash anyway. You might as well have the privilege of wasting it yourself.<br /><br />By the way, I watched this after a ""buddy"" of mine sent his girlfriend over so I could see it. HE dint come over, SHE had too. Whats worse is that she had to watch this $%&@ thing TWICE! I heard their married now and he gets to visit his balls once a month. I hope it was because of this film.",negative
"Saw this on SBS TV here in Australia the other week, where it was titled ""Laputa: Castle in the sky"". I had enabled subtitles and I think SBS provided their own for that, which, as usual, was of very good quality.<br /><br />Just looked up ""Laputa"" on Wikipedia and it confirms what I suspected...the floating island of this tale is taken from the classic Jonathan Swift novel ""Gulliver's travels"", which was published in the early to mid 1700s.<br /><br />Anyway, this is an engaging Japanese fairytale, which features an English speaking voice-cast. It's suitable for young children, I think, but it does run at just over two hours in length, so it may be too long for some, though not for an adult like me.<br /><br />The story concerns two children who seek to find a legendary floating island which has a castle on it. The children are not the only ones looking for this island. They have pirates, the army and spies looking for the island too, and looking to capture the children (Sheeta, the girl, voiced by Anna Paquin, and Pazu, the boy, voiced by James Van Der Beek) in order to help them find it.<br /><br />The graphics are magnificent...sort of photo-realistic at times, especially the scenes of stonework lit by torch-light, or the pretty scenes of bright, sunny days, with white clouds, or mist.<br /><br />Recommended.",positive
"I don't need to say much about how good this documentary is--it's truly an amazing piece of true narrative. The story is simple enough: a white senior citizen tourist is murdered by a young black man in Florida, and the boy who is arrested is mistreated and put on trial with only the public defender and his family on his side. It's very enthralling, and the public defender is a joy to watch in all his human ways--you can't help but pull for the triumph of justice, and the ending fulfills more than could be expected of a true story.<br /><br />It's a shame more people haven't seen this documentary, but hopefully you will find a way to watch it. For those interested in race relations in the United States, and the actual workings of law enforcement and the legal process, it's well worth your time and effort to find this documentary. I give it a 10.",positive
I saw this movie with very low expectations. I didn't know a lot about it so I wasn't sure if it was going to be worth it.<br /><br />The story did an OK job of getting you curious about these ruins they travel to. The suspense continues when the Mayans show up and force them to stay at the ruins.<br /><br />Then the movie turns from somewhat suspenseful to pointless. The amount of gore found in this movie did not balance out compared to whether it was truly necessary or used more for shock value.<br /><br />The fact that they didn't make any attempt to fight the vines from hell. They had fire and didn't try to burn it nor did they try to cut it with a knife to see if they could destroy it or not. They quickly jumped into a victim role and their helpless attitude was not real. It reminded me of the old horror movies where the people just scream and yell and don't have half a brain to try to fight back.,negative
"quite good, don't expect anything high culture.......the acting is bad, the storyline fails, but it is still a fairly nice movie to watch. why? because it's dark, a little bit stupid, like unpredictable and just entertaining and fun to watch. do not expect anything, like i said, just see it for yourself and you know what i mean.<br /><br />it is a movie, without a plot or memorable acting, but there are enough scenes that will make you laugh, cry or at least make you feel compelled to watch it to the end...<br /><br />this is all i wanted to say....<br /><br />7 / 10",positive
"""Ice Age"" is one of the cartoon movies ever produced by Blue Sky Studios and released in 2002 as the company's first. We are introduced to the main characters: a squirrel named Scrat (voiced by Chris Wedge, AND PLEASE NOTE: the sound of Scrat's screams is the sound of Tom's screams from the ""Tom and Jerry"" cartoons), a woolly mammoth named Manny (voiced by Ray Romano of ""Everybody Loves Raymond""), a sloth named Sid (voiced by John Leguizamo of ""Titan A. E.""), and a saber toothed tiger named Diego (voiced by Denis Leary of Pixar's ""A Bug's Life"").<br /><br />The movie opens with Scrat trying to bury an acorn and right after that, he caused an avalanche. We then see a herd going south for the coming Ice Age (except for Manny, who is going the other way looking for other mammoths that looked like him). Sid comes out of his cave yawning, and saw that his family abandoned him. He then pays toll with some aardvarks. Unfortunately, he gets pursued by Sylvia (voiced by Kirsten Johnston of ""3rd Rock from the Sun""), a female orange sloth, who wants Sid to go migrating with her. Sid eventually teams up with Manny, and they became friends.<br /><br />Meanwhile, nearby a human tribe, Soto (voiced by Goran Visnjic), an evil saber toothed tiger, wants revenge against the tribe's leader for wiping out half of his pack just by stealing his infant son, Roshan, away from him. In the morning, he, Diego, and Soto's henchmen, Lenny (voiced by Alan Tudyk), Oscar (voiced by Diedrich Bader), and Zeke (voiced by Jack Black) attacked the tribe, but the leader's wife escaped with Roshan and gave him to Manny and Sid to look after. Eventually, Diego joins them, and went on a journey to return Roshan back to his tribe, who are also looking for him as well. Relax and watch the rest of the movie and find out, okay? Besides Manny, Sid, Diego, Scrat, Sylvia, and Roshan, the supporting characters in there including a pack of wolves that Roshan's tribe are using, and not to mention a fat female purple sloth named Jennifer (voiced by Jane Krakowski), and a skinny female yellow sloth named Rachel (voiced by Lorri Bagley), to whom Sid shows them Roshan as they relax in a tar pit. Incidentally, the two rhinos, Carl (voiced by Cedric The Entertainer of PDI's ""Madagascar""), and Frank (voiced by Stephen Root of Pixar's ""Finding Nemo""), who go after Sid for ruining their meal and confront Manny on a cliff, are simple minor characters. Same went for the dodos, who are using melons as their food supply.<br /><br />The gags in this movie are very funny. For instance, Manny talks through his trunk saying, ""I'M NOT GOING!"" When Jennifer and Rachel are out of the tar pit, Sid asks Jennifer ""What do you say if we jump into the gene pool and see what happens?"" Jennifer then responds to him, ""What do you say if you go jump into the TAR PIT!?"" Rachel also then kicks Sid in the waist. Sylvia sees Diego holding Sid by the neck with his teeth, then she asks Sid if he's holding his breath, tells Diego to eat him, and promptly walks off.<br /><br />Since ""Ice Age"" is not only a success, but it has 2 sequels: the first one was ""Ice Age: The Meltdown"", which was released in 2006, and the other was ""Ice Age: Dawn of the Dinosaurs"", which is going to be releasing next year. I can hardly die waiting to see what ""Ice Age: Dawn of the Dinosaurs"" will be like.",positive
"Soldier isn't a great movie, and everyone that hated it has plenty of good reasons. But I liked Soldier alot, partly because my expectations were so low that what I saw surprised me.<br /><br />First, the art direction is tight and well executed. As far as science fiction backdrops go, Soldier was doing things with more design then 90% the genre. The sets, costumes and props were all consistent and competently executed; I didn't love all of their future military style, but I was impressed with the effort. For me, this made the movie worth the time it took to watch.<br /><br />Second, I'm a Kurt Russell fan. I grew up watching this guy in some of the most memorable movies of my youth ... The Barefoot Executive and his John Carpenter films. Soldier is essentially an action movie, and the role of Sergeant Todd is an essential action hero. It's not an award winning role, but Kurt musters up convincing emotion with VERY little dialog.<br /><br />Third, the fight scenes and battles are well choreographed. This isn't iron monkey, or even the matrix, but once again, it far exceeds the average level of quality in the genre.<br /><br />If you haven't seen it, and you like sci-fi action films, pick it up if you pass at your rental depot of choice. Just don't expect the next Bladerunner.",positive
"In Holland a gay writer Gerard (Jeroen Krabbe) gives a lecture. He stays overnight with a beautiful woman Christine (Renee Soutendijk) and has sex with her (by imagining she's a boy). He plans to leave the next day, but gets a look at a picture of Christine's hunky boyfriend Herman (Thom Hoffman) and decides to stay to have a try at him. Then things get strange.<br /><br />A big X-rated art house hit in the US in 1983. Why was it X rated? Let's see...there's strangulation, full frontal male and female nudity, castration, mutilation, simulated sex, a scene in a church with a cross that will shock most people, a gay sex scene in a crypt...and it's all a comedy!!!!! Paul Verhoeven made this after ""Spetters"". ""Spetters"" was attacked by the critics for it's extreme sexual sequences and denounced as trash. So, Verhoeven filled this film with very obvious symbolism thinking the critics would think it was art and praise it. He was right! Critics loved the film not realizing that Verhoeven was playing a big joke on them. Still, it's a great film. <br /><br />It's beautifully shot by Jan de Bont (now a director himself) and there's so much symbolism and obvious ""hidden"" layers in the dialogue that you're never bored. All the acting is great--Krabbe plays a thoroughly despicable character but (somehow) has you rooting for him; Soutendijk is just stunning to look at and plays her part to perfection--the little smile she gives when Gerard agrees to stay with her is chilling; Hoffman is extremely handsome with a great body--he deserves credit for doing the church sequence and going at with Krabbe in the crypt.<br /><br />This is not for people easily offended or the weak of heart, but if you like extreme movies that playfully challenge you (like me) this is for you! A 10 all the way.",positive
"This movie is just funny. mindless, but funny. to enjoy this movie completely you can't have a perception of how a film like this goes and just enjoy all the side jokes and puns which are involved with the film. I still find the bit at the start funny when he says ""want a beer........cock"". funny stuff. but what makes the film decent is the fact that it doesn't try to hard to create a serious spin on the film, too many comedies try to have serious aspects which you just don't believe. But this is different and just focuses on being funny. I must say though, Yasmin bleeth is terrible in the film and adds nothing but the 3 main guys, coop, remer and squeak are very funny to watch and make the film great to watch",positive
"Directed by Diane Keaton and adapted from a book by Franz Lidz. A young mother Selma Lidz(Andie MacDowell)is battling a very serious illness and her self proclaimed inventor husband Sid(John Tururro)is a little lacking in the emotions department. Unhappy with the new home situation, their sensitive son Steven(Nathan Watt)decides he wants to stay with his two eccentric uncles Danny(Michael Richards)and Melvin(Lou Cutell)until his mom is well. Steven seems to be happier and even takes interest in his strange uncle's living habits; he even decides he wants to change his name to Franz. Set in the early 60's, this drama is a bit comedic...change that to zany. Not being a MacDowell fan, UNSTRUNG HEROES assures my attitude; albeit I enjoyed the film and it is not a total waste.",negative
"FIVE STAR FINAL was one of the best films of the early 1930s. It starred Edward G. Robinson and was a very gritty story about a sleazy newspaper and their willingness to do anything...ANYTHING to sell newspapers. In particular, an old story of an innocent woman is plastered across the pages and helps to destroy her now happy life--many years after she was inadvertently involved in a scandal. The reason I loved the film so much was that it was unflinching and pulled no punches--showing just how low the publishers can be to sell papers.<br /><br />Here in TWO AGAINST THE WORLD, it is a remake of FIVE STAR FINAL--with a few changes. Instead of Robinson, this film stars Humphrey Bogart and he is the head of programming at a radio station, not a newspaper. Otherwise, the story is essentially the same--except that it's a bit less edgy and lacks some of the grit and sensationalism of the original. This isn't to say the film is bad--it just doesn't pack quite as good a punch as the first film. In other words, if you must see one of these films, see the first--though this film is quite powerful and enjoyable as well. As for me, I loved the story so much, I saw both films and enjoyed them both.<br /><br />TWO AGAINST THE WORLD begins with the UBC radio owner complaining to his programming head (Bogart) that all the ""high brow"" shows he's put on are getting low ratings. The owner demands muck--lots of muck in order to get more listeners. One way they discuss is to do a multi-part dramatization of a famous killing that occurred two decades ago--even though the killer was acquitted and she killed only in self-defense. However, they decide to play up the story as if she was guilty and they even go so far as to both send a writer to the lady's home pretending to be a minister(!) as well as broadcasting her current name and whereabouts. Needless to say, this ruins the woman and leads to a horrible tragedy. Then, and only then, does Bogart feel any real remorse for producing such garbage--leading to a dandy finale about journalistic integrity and decency.<br /><br />Well-acted, a great story idea and a message that is just as important today as it was back in the 1930s, this is one story you have to see. In particular, notice the wonderful and very emotional confrontation scene where the daughter attacks the owner and Bogart---it is one heck of a great example of acting and writing.",positive
"Based on an actual story, John Boorman shows the struggle of an American doctor, whose husband and son were murdered and she was continually plagued with her loss. A holiday to Burma with her sister seemed like a good idea to get away from it all, but when her passport was stolen in Rangoon, she could not leave the country with her sister, and was forced to stay back until she could get I.D. papers from the American embassy. To fill in a day before she could fly out, she took a trip into the countryside with a tour guide. ""I tried finding something in those stone statues, but nothing stirred in me. I was stone myself."" <br /><br />Suddenly all hell broke loose and she was caught in a political revolt. Just when it looked like she had escaped and safely boarded a train, she saw her tour guide get beaten and shot. In a split second she decided to jump from the moving train and try to rescue him, with no thought of herself. Continually her life was in danger. <br /><br />Here is a woman who demonstrated spontaneous, selfless charity, risking her life to save another. Patricia Arquette is beautiful, and not just to look at; she has a beautiful heart. This is an unforgettable story. <br /><br />""We are taught that suffering is the one promise that life always keeps.""",positive
"This ranks way up there on my top list of worst movies I've seen so far on Starz on Demand. They seem to pick up every straight to DVD crap-fest they can find and put it on here.<br /><br />Why? Who knows! Apparently anyone with a digital camera and a shoestring budget can come up with a horror movie and get it put on TV. To be honest, this looked terrible from the moment I saw the trailer--but I did give it a real chance.<br /><br />I always try to have an open mind about low-budget movies. Some of the best movies I've ever seen were films that worked around their low budget or in other cases only required that low budget to be great.<br /><br />This is not one of those movies.<br /><br />You know the plot by now, I'm sure, if you're reading this. Either you heard about it on Starz on Demand or for whatever reason you ended up on this page out of boredom. It's about a pathetic and whiny girl we get to know for all of 3 minutes in an incredibly bad ""heavy metal"" music video. Whoever put it together must have thought it looked really interesting, but it really, really doesn't. Anyway, she kills herself. Then she possesses someone. Then some killing starts. It's really unmemorable and as completely average and boring as possible. When the first gunshot goes off in her apartment it quite seriously sounds like a piece of popcorn popping. Was that the best sound effect they could come up with? I could find a better sound effect to use for free, (with no copyright,) on the internet... right. now.<br /><br />Don't let the other reviews claiming this is a 10 star movie fool you. They are obviously either distributors of the film or maybe even the director trying to con you into thinking this piece of junk is worth buying.<br /><br />Laughable.",negative
"Solid comedy entertainment, with musical interludes, it generates a fast pace that carries proceedings along in zestful tempo through a maze of humorous and chiller complications. Boris Karloff, Bela Lugosi and Peter Lorre form a strong setup of sinister villainy. The script contains all the standard mystery film props-sliding panels, secret passageways, thunder and lightning and poisoned blow-darts. Karloff, Lugosi and Lorre go in for heavy leers and obvious melodramatics of the gaslit era. Kay Kyser and his band offered great entertainment for the people living in the 1940's who were trying to forget about the horror's of World War II.",negative
"You will be able to tell within the first 30 seconds of this film whether you want to finish watching it. The film opens with images of planes landing at an airport, one plane after another diving into a mirage-filled runway. You will be able to accurately guess that this movie is not about a ""story."" At first viewing, it's even easy to think the opening images are repetitive shots of the same plane. The initial drama is in the acuteness of your perception, which is built on your willingness to experience the film simply as a series of images. If after this opening, you want to see the movie, you will not be bored. You may even be mesmerized. The movie may be an emotional experience; it may be an intellectual experience; it may be both. Judging from the DVD commentary, which is essential, it was primarily an emotional experience for Herzog, and, at one point, he talks explicitly about how the film is a collaboration between filmmaker and viewer. There's plenty of room for the viewer to make of this film exactly what he or she wants to make of it. Take a gamble?",positive
"The Salena Incident is set in Arizona where six death row inmates are being transfered from the state prison for reasons never explained, while driving along the heavily armed prison bus gets a flat & the driver is forced to pull off the road. Then two blonde birds turn up & after seducing the incompetent prison guards manage to get the better of them, the six prisoners are released but in a shoot-out their getaway car is damaged leaving them all stranded in the middle of the Arizona desert. They decide to head to the nearest town, Salena several miles away & take the cops with them as hostage. Once they reach Salena they find it odd that the place is completely deserted with not one single other person in sight. They soon discover that the entire town has been killed by flesh eating aliens & they are firmly placed on the menu...<br /><br />Also known as Alien Invasion Arizona in the US on DVD & apparently having the working title Terror Town this rubbishy low budget sci-fi horror flick was co-written, co-produced & directed by Dustin Rikert & has no real redeeming features at all, to be frank The Salena Incident is the sort of film which gives films a bad name. The film could roughly be divided into two parts, the opening forty or fifty odd minutes focuses on the prisoners in a thriller feeling opening, the guards & the escape although it's pretty poorly written & staged stuff. The dialogue between the two blonde birds & the prison guards is so bad it's unintentionally funny as the two fit birds chat up the two not so fit prison guards. Funny stuff actually, unfortunately The Salena Incident is supposed to be a sci-fi horror film not a comedy. Then once the escaped cons & their prison guard hostages arrive at Salena it goes into sci-fi horror mode as the aliens turn up & start killing our clichéd character's off which is good because they are annoying. Look, the whole film sucks as it's badly written, thought out & made. I can't really be bothered to go into why but trust me The Salena Incident is awful on every level.<br /><br />As well as being just a bad, boring & stupid film The Salena Incident is also poorly made. The action set-piece scenes are awful, the aliens looks terrible & are never shown on screen at the same time as the human character's & as such it's sometimes difficult to tell what's happening. The special effects are poor too, the aliens look rubbish & the CGI computer effects are absolutely terrible as well. The editing is poor, the cinematography is poor, the sets are cheap & the whole thing is just an eyesore really. There's a bit of gore, there's some gunshot wounds, someone is ripped in half & a severed hand is seen.<br /><br />Obviously shot on a low budget The Salena Incident has low production values & looks cheap from start to finish. Filmed in Superior in Arizona. The acting is terrible from no-one I have ever heard of although the actress who plays the female doctor is pretty good looking.<br /><br />The Salena Incident is a rubbish sci-fi horror film that is terrible in just about every way, not worth 90 minutes of yours, mine or anyone else's time.",negative
"I read a couple of good reviews on this board for ""Mr. Scarface"", but for anyone uninitiated in the genre of Italian gangster films like myself, the picture will probably make very little sense. Indeed, after the initial setup involving the ten million lira scam, the picture devolved into a fairly routine revenge flick with a minor twist in the identity of Rick's (Al Cliver) character. The whole gang war plot got muddied up for me with the inclusion of Vinchenzo Napoli (Vittorio Caprioli), but as most other viewers commented, he's about the only one who gave this picture any life with his often ineffective attempts at violence. I found it somewhat unbelievable that Manzari's goons who chased Tony through the streets didn't actually stroke out before Tony even laid a hand on them. For all of his buildup as the title character, Jack Palance was wasted rather unceremoniously in an anticlimactic near finale, making the U.S. working title, ""Mr. Scarface"", rather moot. I've seen enough spaghetti Westerns to know that they don't all work; I guess in this case, my first look at a spaghetti gangster flick didn't quite make it either.",negative
"This is a pretty simplistic romance. Girl finds boy, girl loves boy, girl loses boy, girl finds boy. Colleen Moore is the outstanding ingredient in this recipe, delivering a wonderfully varied dramatic/romantic performance, well deserving of an Oscar nom. Equally fine are the aerial combat special effects.<br /><br />Moore plays a French girl whose mother has turned over their field to a British aerial squadron during WWI. She is the ""daughter of the regiment"", loved as a little sister. Into this mix comes a fill-in for a downed flyer, Gary Cooper. At first they hate each other, then they love each other, then the entire squadron is sent out on a suicide mission. Cooper returns but crashes in the village and a red cross unit removes him. Moore searches for him, is told at a hospital he is dead, then wanders the streets until he calls from a hospital window and they are reunited.<br /><br />It's a nice little romance, but hardly more than that. Recommended for fans of Ms. Moore and Mr. Cooper",negative
"This is what I was expecting when star trek DS9 premiered. Not to slight DS9. That was a wonderful show in it's own right, however it never really gave the fans more of what they wanted. Enterprise is that show. While having a similarity to the original trek it differs enough to be original in it's own ways. It makes the ideas of exploration exciting to us again. And that was one of the primary ingredients that made the original so loved. Another ingredient to success was the relationships that evolved between the crew members. Viewers really cared deeply for the crew. Enterprise has much promise in this area as well. The chemistry between Bakula and Blalock seems very promising. While sexual tension in a show can often become a crutch, I feel the tensions on enterprise can lead to much more and say alot more than is typical. I think when we deal with such grand scale characters of different races or species even, we get some very interesting ideas and television. Also, we should note the performances, Blalock is very convincing as Vulcan T'pol and Bacula really has a whimsy and strength of character that delivers a great performance. The rest of the cast delivered good performances also. My only gripes are as follows. The theme. It's good it's different, but a little to light hearted for my liking. We need something a little more grand. Doesn't have to be orchestral. Maybe something with a little more electronic sound would suffice. And my one other complaint. They sell too many adds. They could fix this by selling less ads, or making all shows two parters. Otherwise we'll end up seeing the shows final act getting wrapped up way too quickly as was one of my complaints of Voyager.",positive
"Why bother to see this movie? It probably rates an award for being the worst career move of a major movie star since Clark Gable's laughable playing of an Irish patriot in Parnell.<br /><br />It's inconceivable that Bergman would choose both this movie and its director over a lucrative Hollywood career where she could choose among the finest scripts and directors being offered at that time. To begin with, there was no script to work with except a few notes. Then we are supposed to believe the polished Bergman as a poor refugee willing to do anything to be released from a refugee camp, including marriage to a poor Italian fisherman she doesn't even love. I read where Anna Magnani was the original choice for this part. If so, that made a lot more sense than to cast the luminous Bergman in such a proletarian part. But since she was in love with her director, common sense flew out the window.<br /><br />So she goes to live in this poor village where the men must toil to extract a meager living from the sea. A place she obviously hates to be and where she doesn't fit in.<br /><br />Her only friend is the village priest who knows she's not suited to the life of a poor fisherman's bride, but tells her that for the sake of love she must repress her true feelings of revulsion, and accept the poverty and despair she encounters each day. On top of all of this, there's this volcano always on the brink of erupting and drowning them all in hot lava. But like a true heroine, Bergman revolts against her misery by declaring war on just about everyone else in this dreary film. She even goes as far as trying to seduce the village priest, in a scene that would generate laughter if it were not so pathetic. Since her poor slob of a husband must lock her in a room to keep her from running away, she's forced to use her body to bribe a married man to take her off the island. To her, no sacrifice is too great; no man unapproachable if he is willing to help her to escape the island and her misery. I won't bother to tell you how this all ends. The no-script movie ending is as plausible as the rest of STROMBOLI. I even remember (from seeing it on late night TV) that it had two different endings! So be warned if you should feel brave enough to sit through this king-size turkey and catch the miscast Bergman. It led to her downfall in Hollywood for the next seven years and she was condemned for sleeping with her director while still married to Peter Lindstrom. None of the movies she made with this director(whom she later married) are noteworthy except as proof of a career gone berserk. I kid you not. It's pretty embarrassing.<br /><br />- - SoundTrack",negative
"Where oh where to begin in describing the comprehensive wretchedness of Neil LaBute's latest attempt at film making? <br /><br />There are many kinds of film fans out there, but by far the most annoying and shallow is Mr. Intriguing. You know Mr. Intriguing, don't you? <br /><br />He's the fellow that no matter how stupid, lame, and incomprehensibly dull a film is, he says ""Gee, I don't know why everyone hated it, I found it intriguing."" He's the kind of guy who finds the scent of dog poop intriguing. Especially when he smears it in the shape of a Hitler mustache on his upper lip and marches about the house ranting about the brilliance of science fiction that features thinly veiled references to Greek mythology. He's also the guy this version of The Wicker Man was made for. No one else could stand it.",negative
"""Landscape after a battle"" opens with escaping prisoners over a snowy field full of fences - in rather funny movements accompanied by Vivaldis Four Seasons. A touching opening. But we soon enough learn to know these prisoners as a mob, and when they (also treated humouristic) burry a man alive, the protagonist stops for a moment, but is soon more engaged in finding books from the turndowned camp than caring about his neighbour.<br /><br />The rest of the film is set in an American camp from where the prisoners are not released, in some kind of semi freedom, semi camp. A perfect set for a study of war criminality, American camps, Polish nationalism, Catholisism, grief and human misery in general.<br /><br />Film makes an important turn. In comes women, and with them film changes light, colour and temper. At the same time it turns out that these prisoners were slaves in Holocaust. I think a main underlying political theme of the film must mankind's treatments of Jews under and after the world war, and not only the Nazi exterminations, but mankind letting it happen - and even forcing them out of Europe after the war. On an emotional level the film is about grief and the problem with letting grief come, how environment makes grief difficult, and how difficult it can be to share grief for people with different experiences. <br /><br />But the film is a carpet of underlying contradictions,humour, irony and sudden beauty. A couple of times during the film a gypsy prisoner plays on an harp, an emotional tune brutally rejected (filmatically speaking) by the protagonist. That example picks up an important essence of the film's style and theme. When it comes to humour its very comic how the protagonist constantly looses and finds back his glasses, in crowds, in hay stacks etc.<br /><br />Its not hard to understand Spielberg's respect of Wajda when you see this film. The great treatment of light can be compared with Spielberg on his best. The Grunwald intermezzo speaks for itself. Narrativly it only brings the film out of the camp, but filmatically it brings the film to dream and eternity with profound beauty. Anyhow, there is also another scene I can't let go without comment. Its the Christian Supper. Undoubtly ironical, but simultaneously deeply religious we see the transsubstantiation moment, everybody falling on their knees, while the protagonist is saved from isolation by the priest to serve as a comic altar boy. His bells are mocking the scene, but also gives it emotion and love. When Nina gets her bread, sun light falls upon her and bells ring spheric, its the peak moment of the film.<br /><br />Main actors are excellent in their roles. Olbrychski as the perfect Wajda protagonist - the doubting reflecting mind, unable to put all the aspects of his mind and emotion into life. Beautiful Celinska is with great body acting debuting in a character unable to express all her inner in her proud movements.<br /><br />Those who try to describe everything, often are unable to take nothing in consideration. This is what Wajda manages. His films are either very moving, deep or beautifully shot, but pays attention to life's and society's particularity. A moment of joy for one, is the moment of irony for a second, the moment of grief for the third, a moment of nothing for the fourth.<br /><br />There is at least two reasons to pay attention to Wajdas films of this period. First is the remarkable free expression of deep political impact. This country was the first to overthrow communism twenty years later. Second is the development of a filmatic and narrative language that Kusturica has rose to grandeur.",positive
"Recap: A band of five young American men, all that is left of a platoon hit hard during the Ardenne offensive during the WWII get the assignment as a forward outpost and to look for enemy activity. They're in really bad condition, both physically and mentally, and think they have struck gold when their outpost is in an abandoned but once plush mansion full with food. But after a while there is some enemy activity, and it is very odd. Not hostile, but odd. It seems like there is a German squad out there, in equally bad condition, that want nothing more than to surrender.<br /><br />Comments: Based on a novel and my guess that the novel is much better but the story doesn't seem to translate very well to the big screen. Indeed it is a different war movie, much more about the mental pressure during wartimes than fighting and battles. But I can almost feel that scenes that must have been full of suspense, full of uncertainties and unknown elements, just fall flat in the movie. It is not suspenseful, just different and in many ways absurd. Many times people just act insane, and the reasons are unclear or at best hinted at.<br /><br />So when this mental pressure fails to come through, the main building piece of the entire story, I thought the story fell through. It wasn't good, it wasn't interesting, it didn't keep me on the edge and it didn't really send a message. Actually it did nothing.<br /><br />The cast is interesting, many young actors that then turned into stars in beginning of their careers. The acting is good, but not stellar, and a few characters also fell through into the absurd zone. Much of that too I feel is due to that this story, these characters need the time, space and pace given in a novel, that they can't be given here. And going halfway definitely isn't good enough.<br /><br />4/10",negative
